"form_id","extraction_time","reviewer","trial_id","publication_found","publication_url","publication_doi","identification_step","publication_type","publication_pmid","typo_primary_id","publication_date","match_design","match_indication_population","match_intervention","match_comparator","match_any_outcome","n_matching_criteria","registry","start_date_recoded","completion_date_recoded","warning_cd_to_publication","warning_start_to_publication","n_match_agree","article_found_by","article_agreement_information","proj_id","eligibility","crossregistration_check","nct_id","eudract_id","main_id","reviewer_1","reviewer_2","has_publication","former_discrepancy","extraction_date_latest"
"F589",2022-12-17,"Katarzyna_K","NCT01729156","Yes","https://doi.org/10.1007/s00125-019-4872-7","10.1007/s00125-019-4872-7","Linked at the registration","Journal publication","30976851","NCT ID",2019-04-11,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-01-31","2017-05-05",NA,NA,"5; 3","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, near-match vs. full match",724,"Cross-registration duplicate","Automatically identified","NCT01729156","2012-000808-16",NA,NA,NA,NA,NA,NA
"F590",2022-12-17,"Katarzyna_K","NCT01729156","Yes","https://doi.org/10.1111/dom.13244","10.1111/dom.13244","Systematic Google search","Journal publication","29405635","NCT ID",2018-03-04,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-01-31","2017-05-05",NA,NA,"5","Katarzyna_K","Found by 1/2 reviewers, matching all 5 criteria",724,"Cross-registration duplicate","Automatically identified","NCT01729156","2012-000808-16",NA,NA,NA,NA,NA,NA
"F591",2022-12-17,"Katarzyna_K","NCT03241303","Yes","https://doi.org/10.1530/EJE-20-1121","10.1530/EJE-20-1121","Systematic Google search","Journal publication","33449919","NCT ID",2021-03-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-08-01","2018-01-01",NA,NA,"5","Katarzyna_K","Found by 1/2 reviewers, matching all 5 criteria",875,"Eligible","None found","NCT03241303",NA,NA,NA,NA,NA,NA,NA
"F592",2022-12-17,"Katarzyna_K","NCT02306434","Yes","https://doi.org/10.2196/10420","10.2196/10420","Linked at the registration","Journal publication","30097422","NCT ID",2018-08-10,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-03-31","2017-03-31",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",789,"Eligible","Irrelevant intervention type","NCT02306434",NA,NA,NA,NA,NA,NA,NA
"F593",2022-12-17,"Katarzyna_K","NCT01705392","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2013-01-31","2017-02-20",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1561,"Eligible","Identified in manual search","NCT01705392","2012-001020-35",NA,NA,NA,NA,NA,NA
"F594",2022-12-17,"Maximilian_S","NCT04649463","Yes","https://doi.org/10.1016/j.ijchy.2020.100074","10.1016/j.ijchy.2020.100074","Systematic Google search","Journal publication","33884367","NCT ID",2020-12-20,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2009-04-06","2016-11-15",NA,NA,"5; 4","Karely_L; Maximilian_S","Found by 2/2 reviewers, near-match vs. full match",570,"Eligible","Irrelevant intervention type","NCT04649463",NA,NA,NA,NA,NA,NA,NA
"F595",2022-12-17,"Maximilian_S","NCT04076878","Yes","https://www.frontiersin.org/articles/10.3389/fneur.2021.706610/full","10.3389/fneur.2021.706610","Linked at the registration","Journal publication","34721255","NCT ID",2021-10-15,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-08-15","2019-02-01",NA,NA,"5","Maximilian_S; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria",1372,"Eligible","Irrelevant intervention type","NCT04076878",NA,NA,NA,NA,NA,NA,NA
"F596",2022-12-17,"Maximilian_S","NCT04076878","Yes","https://jneuroengrehab.biomedcentral.com/articles/10.1186/s12984-020-00740-z","10.1186/s12984-020-00740-z","Linked at the registration","Journal publication","32778118","NCT ID",2020-08-10,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-08-15","2019-02-01",NA,NA,"5","Maximilian_S; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria",1372,"Eligible","Irrelevant intervention type","NCT04076878",NA,NA,NA,NA,NA,NA,NA
"F597",2022-12-17,"Maximilian_S","NCT03161938","Yes","https://journals.lww.com/ejanaesthesiology/Abstract/2021/03001/Early_postoperative_recovery_after_peri_acetabular.6.aspx","10.1097/EJA.0000000000001410","Linked at the registration","Journal publication","33399374","NCT ID",2021-03-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-04-24","2019-08-20",NA,NA,"5","Maximilian_S; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria",914,"Eligible","Identified in publication","NCT03161938","2017-000544-17",NA,NA,NA,NA,NA,NA
"F598",2022-12-17,"Maximilian_S","NCT02277912","Yes","https://doi.org/10.1111/ner.13496","10.1111/ner.13496","Linked at the registration","Journal publication","35670063","NCT ID",2022-02-02,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-05-31","2016-09-30",NA,NA,"5","Maximilian_S; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria",760,"Eligible","Irrelevant intervention type","NCT02277912",NA,NA,NA,NA,NA,NA,NA
"F599",2022-12-17,"Maximilian_S","2017-000732-34","Yes","https://onlinelibrary.wiley.com/doi/10.1111/bcpt.13330","10.1111/bcpt.13330","Linked at the registration","Journal publication","31597014","EudraCT ID",2019-10-28,"Yes","Yes","Yes","Yes","Yes","5","euctr","2017-05-15","2019-05-22",NA,NA,"5","Maximilian_S; Themis_P","Found by 2/2 reviewers, matching all 5 criteria",268,"Eligible","None found",NA,"2017-000732-34",NA,NA,NA,NA,NA,NA
"F600",2022-12-17,"Maximilian_S","NCT02323412","Yes","https://bmjopen.bmj.com/content/10/6/e035461.long","10.1136/bmjopen-2019-035461","Linked at the registration","Journal publication","32546490","NCT ID",2020-06-15,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-06-30","2018-11-06",NA,NA,"5; 4","Maximilian_S; Themis_P","Found by 2/2 reviewers, near-match vs. full match",816,"Cross-registration duplicate","Automatically identified","NCT02323412","2013-004505-14",NA,NA,NA,NA,NA,NA
"F601",2022-12-17,"Maximilian_S","NCT02323412","Yes","https://doi.org/10.1136/bmj.l5654","10.1136/bmj.l5654 (","Linked at the registration","Journal publication","31619437","NCT ID",2019-10-16,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-06-30","2018-11-06",NA,NA,"5","Maximilian_S","Found by 1/2 reviewers, matching all 5 criteria",816,"Cross-registration duplicate","Automatically identified","NCT02323412","2013-004505-14",NA,NA,NA,NA,NA,NA
"F602",2022-12-17,"Maximilian_S","NCT03453294","Yes","https://onlinelibrary.wiley.com/doi/full/10.1111/aas.13927","10.1111/aas.13927","Systematic Google search","Journal publication","34028012","NCT ID",2021-06-16,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-01-22","2018-11-01",NA,NA,"5","Maximilian_S; Themis_P","Found by 2/2 reviewers, matching all 5 criteria",586,"Eligible","Irrelevant intervention type","NCT03453294",NA,NA,NA,NA,NA,NA,NA
"F604",2022-12-17,"Maximilian_S","NCT02022566","Yes","https://bmcmusculoskeletdisord.biomedcentral.com/articles/10.1186/s12891-018-2098-3","10.1186/s12891-018-2098-3","Linked at the registration","Journal publication","30037339","NCT ID",2018-06-21,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2009-04-30","2018-06-30","Publication date before completion date",NA,"5","Maximilian_S; Themis_P","Found by 2/2 reviewers, matching all 5 criteria",1949,"Eligible","Irrelevant intervention type","NCT02022566",NA,NA,NA,NA,NA,NA,NA
"F605",2022-12-17,"Maximilian_S","NCT02700620","Yes","https://doi.org/10.1016/j.beth.2017.02.002","10.1016/j.beth.2017.02.002","Linked at the registration","Journal publication","28711113","NCT ID",2017-03-02,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-01-31","2017-12-31","Publication date before completion date",NA,"5","Maximilian_S; Themis_P","Found by 2/2 reviewers, matching all 5 criteria",1971,"Eligible","Irrelevant intervention type","NCT02700620",NA,NA,NA,NA,NA,NA,NA
"F606",2022-12-17,"Johan_B","NCT02826122","Yes","https://doi.org/10.1080/14017431.2022.2146185","10.1080/14017431.2022.2146185","Systematic Google search","Journal publication","36404730","NCT ID",2023-12-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-08-31","2018-08-31",NA,NA,"5","Johan_B","Found by 1/2 reviewers, matching all 5 criteria",1674,"Eligible","Irrelevant intervention type","NCT02826122",NA,NA,NA,NA,NA,NA,NA
"F607",2022-12-17,"Johan_B","NCT01864811","Yes","https://doi-org.ezproxy.its.uu.se/10.1016/j.ridd.2017.11.006","10.1016/j.ridd.2017.11.006","Systematic Google search","Journal publication","29175749","NCT ID",2017-11-23,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2012-09-30","2017-12-01","Publication date before completion date",NA,"5","Johan_B","Found by 1/2 reviewers, matching all 5 criteria",1840,"Eligible","Irrelevant intervention type","NCT01864811",NA,NA,NA,NA,NA,NA,NA
"F609",2022-12-17,"Johan_B","NCT02366429","Yes","https://doi.org/10.1016/j.jad.2017.06.013","10.1016/j.jad.2017.06.013","Linked at the registration","Journal publication","28628768","NCT ID",2017-06-13,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-02-28","2016-03-31",NA,NA,"5","Johan_B; Shreya_R","Found by 2/2 reviewers, matching all 5 criteria",493,"Eligible","Irrelevant intervention type","NCT02366429",NA,NA,NA,NA,NA,NA,NA
"F610",2022-12-17,"Johan_B","NCT03229161","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-01-03","2018-05-01",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",798,"Eligible","Irrelevant intervention type","NCT03229161",NA,NA,NA,NA,NA,NA,NA
"F611",2022-12-17,"Johan_B","NCT02250365","Yes","https://doi.org/10.1177/1545968318799496","10.1177/1545968318799496","Linked at the registration","Journal publication","30251591","NCT ID",2018-09-25,"No","Yes","Yes","Yes","Yes","4","ctgov","2014-10-13","2017-08-10",NA,NA,"4; 5","Johan_B; Shreya_R","Found by 2/2 reviewers, near-match vs. full match",740,"Eligible","Irrelevant intervention type","NCT02250365",NA,NA,NA,NA,NA,NA,NA
"F612",2022-12-17,"Katarzyna_K","NCT03425357","Yes","https://doi.org/10.1177/2325967120965185","10.1177/2325967120965185","Linked at the registration","Journal publication","33403207","NCT ID",2020-12-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-03-25","2019-08-21",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",613,"Eligible","Irrelevant intervention type","NCT03425357",NA,NA,NA,NA,NA,NA,NA
"F613",2022-12-17,"Katarzyna_K","NCT02598856","Yes","https://doi.org/10.1111/add.14552","10.1111/add.14552","Systematic Google search","Journal publication","30644628","NCT ID",2019-02-15,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-03-31","2016-12-31",NA,NA,"5","Katarzyna_K","Found by 1/2 reviewers, matching all 5 criteria",2321,"Eligible","None found","NCT02598856",NA,NA,NA,NA,NA,NA,NA
"F615",2022-12-18,"Katarzyna_K","NCT03119714","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-11-30","2018-02-28",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1191,"Eligible","None found","NCT03119714",NA,NA,NA,NA,NA,NA,NA
"F616",2022-12-18,"Katarzyna_K","NCT02914093","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-09-30","2018-08-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1506,"Eligible","Irrelevant intervention type","NCT02914093",NA,NA,NA,NA,NA,NA,NA
"F617",2022-12-18,"Katarzyna_K","NCT02957903","Yes","https://doi.org/10.1111/aas.13091","10.1111/aas.13091","Systematic Google search","Journal publication","29468642","NCT ID",2018-02-21,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-11-30","2016-12-31",NA,NA,"5","Katarzyna_K","Found by 1/2 reviewers, matching all 5 criteria",1430,"Cross-registration duplicate","Automatically identified","NCT02957903","2016-002643-41",NA,NA,NA,NA,NA,NA
"F618",2022-12-18,"Katarzyna_K","NCT03572998","Yes","https://doi.org/10.1097/GOX.0000000000003779","10.1097/GOX.0000000000003779","Systematic Google search","Journal publication","34476161","NCT ID",2021-08-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-09-30","2019-08-31",NA,NA,"5","Katarzyna_K","Found by 1/2 reviewers, matching all 5 criteria",2068,"Eligible","None found","NCT03572998",NA,NA,NA,NA,NA,NA,NA
"F619",2022-12-18,"Katarzyna_K","NCT03572998","Yes","https://doi.org/10.1097/GOX.0000000000004507","10.1097/GOX.0000000000004507","Systematic Google search","Journal publication","36128434","NCT ID",2022-09-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-09-30","2019-08-31",NA,NA,"5; 4","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, near-match vs. full match",2068,"Eligible","None found","NCT03572998",NA,NA,NA,NA,NA,NA,NA
"F621",2022-12-18,"Love_A","NCT03046368","Yes","https://doi.org/10.1186/s12874-019-0799-4","10.1186/s12874-019-0799-4","Linked at the registration","Journal publication","31315577","NCT ID",2019-07-17,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-02-03","2018-06-01",NA,NA,"5","Love_A; Shai_M","Found by 2/2 reviewers, matching all 5 criteria",1308,"Eligible","Irrelevant intervention type","NCT03046368",NA,NA,NA,NA,NA,NA,NA
"F622",2022-12-18,"Love_A","NCT02682212","Yes","https://doi.org/10.1016/j.ajog.2019.09.011","10.1016/j.ajog.2019.09.011","Linked at the registration","Journal publication","31526791","NCT ID",2019-09-14,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-03-16","2018-01-31",NA,NA,"5","Love_A; Shai_M","Found by 2/2 reviewers, matching all 5 criteria",2163,"Eligible","Irrelevant intervention type","NCT02682212",NA,NA,NA,NA,NA,NA,NA
"F623",2022-12-18,"Love_A","NCT02569684","Yes","https://doi.org/10.1111/dme.14657","10.1111/dme.14657","Linked at the registration","Journal publication","34297363","NCT ID",2021-08-07,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-10-31","2019-12-31",NA,NA,"5","Love_A","Found by 1/2 reviewers, matching all 5 criteria",2423,"Eligible","Irrelevant intervention type","NCT02569684",NA,NA,NA,NA,NA,NA,NA
"F625",2022-12-18,"Love_A","NCT01568970","Yes","https://doi.org/10.1007/s10926-017-9711-4","10.1007/s10926-017-9711-4","Linked at the registration","Journal publication","28597308","NCT ID",2018-06-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2012-01-31","2018-09-30","Publication date before completion date",NA,"5","Love_A; Shai_M","Found by 2/2 reviewers, matching all 5 criteria",1235,"Eligible","Irrelevant intervention type","NCT01568970",NA,NA,NA,NA,NA,NA,NA
"F626",2022-12-18,"Love_A","NCT01568970","Yes","https://doi.org/10.3389/fpsyg.2018.01764","10.3389/fpsyg.2018.01764","Linked at the registration","Journal publication","30298037","NCT ID",2018-09-21,"Yes","Yes","Yes","Yes","No","4","ctgov","2012-01-31","2018-09-30","Publication date before completion date",NA,"4","Love_A","Found by 1/2 reviewers, near-match",1235,"Eligible","Irrelevant intervention type","NCT01568970",NA,NA,NA,NA,NA,NA,NA
"F627",2022-12-18,"Love_A","NCT01568970","Yes","https://doi.org/10.3389/fpsyg.2020.00070","10.3389/fpsyg.2020.00070","Systematic Google search","Journal publication","32116900","NCT ID",2020-02-06,"Yes","Yes","Yes","Yes","No","4","ctgov","2012-01-31","2018-09-30",NA,NA,"4","Love_A","Found by 1/2 reviewers, near-match",1235,"Eligible","Irrelevant intervention type","NCT01568970",NA,NA,NA,NA,NA,NA,NA
"F628",2022-12-18,"Love_A","NCT03734718","Yes","https://doi.org/10.1007/s00125-021-05547-8","10.1007/s00125-021-05547-8","Linked at the registration","Journal publication","34405256","NCT ID",2021-08-17,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2019-06-01","2019-12-31",NA,NA,"5","Love_A; Shai_M","Found by 2/2 reviewers, matching all 5 criteria",1603,"Eligible","None found","NCT03734718",NA,NA,NA,NA,NA,NA,NA
"F630",2022-12-18,"Love_A","NCT02571361","Yes","https://doi.org/10.1001/jama.2018.22039","10.1001/jama.2018.22039","Linked at the registration","Journal publication","30747964","NCT ID",2019-02-12,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-11-30","2018-01-31",NA,NA,"5","Love_A; Shai_M","Found by 2/2 reviewers, matching all 5 criteria",2419,"Cross-registration duplicate","Automatically identified","NCT02571361","2015-002239-16",NA,NA,NA,NA,NA,NA
"F633",2022-12-18,"Love_A","NCT01582165","Yes","https://doi.org/10.1002/ccd.28157","10.1002/ccd.28157","Linked at the registration","Journal publication","30790446","NCT ID",2019-02-21,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2012-06-30","2016-06-30",NA,NA,"5","Love_A; Shai_M","Found by 2/2 reviewers, matching all 5 criteria",1273,"Cross-registration duplicate","Automatically identified","NCT01582165","2011-002630-39",NA,NA,NA,NA,NA,NA
"F634",2022-12-18,"Love_A","2014-003466-25","Yes","https://pubmed.ncbi.nlm.nih.gov/31908254/","https://pubmed.ncbi.nlm.nih.gov/31908254/","Systematic Google search","Journal publication","31908254","EudraCT ID",2020-01-01,"Yes","Yes","Yes","Yes","Yes","5","euctr","2016-02-01","2017-05-01",NA,NA,"5","Love_A","Found by 1/2 reviewers, matching all 5 criteria",133,"Eligible","Automatically identified","NCT03044808","2014-003466-25",NA,NA,NA,NA,NA,NA
"F635",2022-12-18,"Love_A","NCT03686293","Yes","https://doi.org/10.3389/fnut.2020.594850","10.3389/fnut.2020.594850","Systematic Google search","Journal publication","33585532","NCT ID",2021-01-14,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-10-12","2018-12-11",NA,NA,"5","Love_A; Shai_M","Found by 2/2 reviewers, matching all 5 criteria",1983,"Eligible","Irrelevant intervention type","NCT03686293",NA,NA,NA,NA,NA,NA,NA
"F637",2022-12-18,"Love_A","NCT03901027","Yes","https://doi.org/10.1177/1074840720940674","10.1177/1074840720940674","Systematic Google search","Journal publication","32723122","NCT ID",2020-07-29,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-03-01","2016-12-31",NA,NA,"5","Love_A; Shai_M","Found by 2/2 reviewers, matching all 5 criteria",1023,"Eligible","Irrelevant intervention type","NCT03901027",NA,NA,NA,NA,NA,NA,NA
"F638",2022-12-18,"Love_A","NCT03245658","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-10-06","2018-10-06",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",866,"Eligible","Identified in manual search","NCT03245658","2017-000530-54",NA,NA,NA,NA,NA,NA
"F639",2022-12-18,"Love_A","NCT02425527","Yes","https://doi.org/10.2196/jmir.7618","10.2196/jmir.7618","Linked at the registration","Journal publication","29555622","NCT ID",2018-03-19,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-06-30","2016-04-30",NA,NA,"5","Love_A; Shai_M","Found by 2/2 reviewers, matching all 5 criteria",353,"Eligible","Irrelevant intervention type","NCT02425527",NA,NA,NA,NA,NA,NA,NA
"F641",2022-12-18,"Love_A","NCT05329181","Yes","https://doi.org/10.21203/rs.3.rs-1560793/v1","10.21203/rs.3.rs-1560793/v1","Systematic Google search","Preprint",NA,"NCT ID",2022-05-12,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-06-01","2017-01-31",NA,NA,"5","Love_A; Shai_M","Found by 2/2 reviewers, matching all 5 criteria",863,"Eligible","Irrelevant intervention type","NCT05329181",NA,NA,NA,NA,NA,NA,NA
"F642",2022-12-18,"Katarzyna_K","NCT02484105","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2015-09-30","2016-01-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",389,"Eligible","Irrelevant intervention type","NCT02484105",NA,NA,NA,NA,NA,NA,NA
"F643",2022-12-18,"Katarzyna_K","NCT03333291","Yes","https://doi.org/10.3389/fcimb.2021.524851","10.3389/fcimb.2021.524851","Linked at the registration","Journal publication","34055657","NCT ID",2021-05-12,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-10-01","2017-06-30",NA,NA,"5","Katarzyna_K; Themis_P","Found by 2/2 reviewers, matching all 5 criteria",681,"Eligible","Irrelevant intervention type","NCT03333291",NA,NA,NA,NA,NA,NA,NA
