"proj_id","primary_id","eligibility","registry","eudract_id","nct_id","crossregistration_check","short_title","lead_institution","has_results","trial_status_recoded","sponsor_status","phase","were_results_reported","study_first_submitted_date","start_date","completion_date","overall_status","enrollment","agency_classes","intervention_types_combined","max_end_date","long_title","trial_name"
643,"NCT03382535","Eligible","ctgov",NA,"NCT03382535","Irrelevant intervention type","Female Teacher's Voice During Teaching","University of Oulu",NA,NA,NA,"Not Applicable",FALSE,2017-12-01,2009-12-07,2016-06-14,"Completed",54,"OTHER;OTHER;OTHER;OTHER;UNKNOWN","Behavioral | Other",NA,"The Well-being of Female Teacher's Voice During Teaching",NA
644,"NCT03380897","Eligible","ctgov",NA,"NCT03380897","Irrelevant intervention type","Sleep and Depression in Induction of Labour","Turku University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-05-30,2017-06-07,2019-12-30,"Completed",117,"OTHER_GOV;OTHER","Other",NA,"Sleep Disturbances and Depression of the Mother Affect to the Pain During Balloon Catheter Induction of Labour",NA
645,"NCT03380663","Eligible","ctgov",NA,"NCT03380663","Irrelevant intervention type","Conditioning Based Intervention Strategies","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2017-08-23,2016-09-01,2019-07-01,"Unknown status",84,"OTHER","Procedure",NA,"Conditioning Based Intervention Strategies - ConBIS. A Research Study on the Potential of Remote Conditioning for Activation of Endogenous Organ Protection and the Underlying Molecular Mechanisms",NA
646,"NCT03380598","Eligible","ctgov",NA,"NCT03380598","Irrelevant intervention type","An Evaluation of a Web-based System for Optimization of Behavioral Childhood Obesity Treatment","Karolinska Institutet",NA,NA,NA,"Not Applicable",FALSE,2017-11-08,2017-09-20,2018-09-24,"Completed",28,"OTHER","Behavioral",NA,"An Evaluation of a Web-based CLinical Obesity Support System (CLOSS) - A Randomized Trial of Childhood Obesity Treatment",NA
647,"NCT03374878","Eligible","ctgov",NA,"NCT03374878","Irrelevant intervention type","Oral Contraceptive and Strength Training","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2017-12-05,2018-02-01,2019-01-01,"Completed",38,"OTHER","Other",NA,"E5 - Oral Contraceptive and Strength Training (2nd Generation)",NA
648,"NCT03374696","Eligible","ctgov",NA,"NCT03374696","Irrelevant intervention type","Theater in School Sex Education - a Randomized Controlled Study","Örebro University",NA,NA,NA,"Not Applicable",FALSE,2017-12-11,2016-12-01,2017-03-31,"Completed",826,"OTHER","Behavioral",NA,"Prevention of Chlamydia Infection With Theater in School Sex Education - a Randomized Controlled Study",NA
649,"NCT03371901","Ineligible institution","ctgov",NA,"NCT03371901","Ignore, ineligible","Blood Flow Restriction Training in Patients With Weight Bearing Restrictions After Knee Surgery",NA,NA,NA,NA,"Not Applicable",FALSE,2017-11-10,2017-12-12,2019-05-14,"Completed",42,"OTHER;OTHER","Other",NA,"Physical Therapy With Blood Flow Restriction Training to Enhance Recovery in Patients With Early Weight Bearing Restrictions After Knee Surgery: A Feasibility Study",NA
650,"NCT03371199","Eligible","ctgov",NA,"NCT03371199","None found","The Association Between Hyponatremia and Osteoporosis in Patients With Epilepsy.","Copenhagen University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-11-30,2017-12-01,2018-12-31,"Completed",21,"OTHER","Drug",NA,"The Effect of Normalization of Sodium on Bone Markers in Patients With Epilepsy. A Randomized Single-blinded Placebo-controlled Trial.",NA
651,"NCT03369652","Eligible","ctgov",NA,"NCT03369652","Irrelevant intervention type","Telephone Contact Between Hospital and General Practitioner About Medication Review for Older Patients","Odense University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-11-21,2017-11-24,2018-11-30,"Completed",232,"OTHER","Behavioral",NA,"Can Telephone Contact After Discharge Between Geriatrician, Clinical Pharmacist and General Practitioner About Medication Review in Hospital Improve the Medication in Older Patients? A Feasibility Study.",NA
652,"NCT03367611","Eligible","ctgov",NA,"NCT03367611","Irrelevant intervention type","Use of iFOBT in Patients Presenting With Alarm Symptoms of Colorectal Cancer","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2017-11-21,2018-03-15,2019-12-31,"Completed",1258,"OTHER;OTHER;OTHER;OTHER","Diagnostic Test",NA,"Use of the Immunochemical Faecal Occult Blood Test (iFOBT) in Patients Presenting With Alarm Symptoms and Referred to Colonoscopy in the Cancer Patient Pathway for Colorectal Cancer",NA
653,"NCT03366623","Eligible","ctgov",NA,"NCT03366623","Irrelevant intervention type","Procedural Pain in Children: Intervention With the Hospital Clown","Aalborg University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-11-30,2016-04-18,2017-01-18,"Completed",111,"OTHER;OTHER","Behavioral",NA,"Hospitalized Children's Pain Experience. Effect and Influence of Intervention With the Hospital Clown in Acute and Repeated Painful Procedures. A Mixed Method Study.",NA
654,"NCT03364088","Ineligible end date","ctgov","2016-002035-15","NCT03364088","Identified in publication","Outcome After Total Knee Arthroplasty Under General or Spinal Anesthesia","Helsinki University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-10-30,2016-10-03,2019-12-03,"Completed",402,"OTHER;OTHER;OTHER;UNKNOWN","Procedure | Drug",NA,"Outcome After Total Knee Arthroplasty Under General or Spinal Anesthesia, a Randomized Controlled Trial",NA
655,"NCT03363529","Eligible","ctgov",NA,"NCT03363529","Irrelevant intervention type","ROOM-LIGHT: Dynamic LED-light as Treatment for Depressed Patients in Inpatient Wards","Mental health services in the Capital Region of Denmark",NA,NA,NA,"Not Applicable",FALSE,2017-11-16,2017-11-16,2018-12-15,"Unknown status",15,"OTHER;OTHER;OTHER;UNKNOWN","Device",NA,"ROOM-LIGHT: Dynamic LED-light as Treatment for Depressed Patients in Inpatient Wards: A Feasibility Trial",NA
656,"NCT03361930","Eligible","ctgov",NA,"NCT03361930","Irrelevant intervention type","Changes in Muscle Activity of Children With Spastic Unilat Cerebral Palsy Using 2 Types of Ankle-foot Orthoses to Walk","Oslo University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-11-16,2017-10-19,2018-12-31,"Unknown status",20,"OTHER;UNKNOWN;UNKNOWN","Device",NA,"Electromyographic Comparison of Muscle Activity in Children With Spastic Unilateral Cerebral Palsy During Walking With Two Different Types of Hinged Ankle-foot Orthoses",NA
657,"NCT03358745","Eligible","ctgov",NA,"NCT03358745","Irrelevant intervention type","Impact of Meal Order on Postprandial Cardiometabolic Risk Markers","Lund University",NA,NA,NA,"Not Applicable",FALSE,2017-11-27,2016-06-01,2018-12-01,"Completed",21,"OTHER;OTHER_GOV;OTHER","Other",NA,"Impact of Meal Order on Postprandial Cardiometabolic Risk Markers",NA
658,"NCT03357497","Ineligible institution","ctgov",NA,"NCT03357497","Ignore, ineligible","Very Early Mobilization of Colorectal Surgery Patients",NA,NA,NA,NA,"Not Applicable",FALSE,2017-09-25,2017-09-25,2019-05-30,"Completed",146,"OTHER","Other",NA,"Very Early Mobilization of Colorectal Surgery Patients - A Randomized Controlled Trial",NA
659,"NCT03357328","Eligible","ctgov",NA,"NCT03357328","Irrelevant intervention type","Therapy Light Rooms for Improved Sleep in Dementia Patients","University of Bergen",NA,NA,NA,"Not Applicable",FALSE,2017-11-14,2017-09-25,2018-04-24,"Completed",70,"OTHER","Other",NA,"Therapy Light Rooms for Nursing Home Patients With Dementia - Designing Diurnal Conditions for Improved Sleep, Mood and Behavioural Problems (DEM.LIGHT)",NA
660,"NCT03354624","Eligible","ctgov",NA,"NCT03354624","None found","Cortical Neuroplasticity by Muscle Pain of Pain-induced Plasticity","Aalborg University",NA,NA,NA,"Not Applicable",FALSE,2017-11-19,2017-11-26,2018-02-28,"Completed",24,"OTHER","Drug",NA,"Cortical Neuroplasticity by Muscle Pain and Non-invasive Modulation of Pain-induced Plasticity",NA
661,"NCT03353818","Eligible","ctgov",NA,"NCT03353818","Irrelevant intervention type","Golf and Diabetes.","Herlev and Gentofte Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-11-21,2017-05-01,2018-07-01,"Unknown status",45,"OTHER;OTHER","Behavioral",NA,"Golf and Diabetes Can an Introctionary Course to Golf and a Free 1-year Membership in a Golf Club Increase Physichal Activity?",NA
662,"NCT03353493","Eligible","ctgov",NA,"NCT03353493","Irrelevant intervention type","Mechanisms of Mindfulness-Based Cognitive Therapy in the Treatment of Recurrent Major Depressive Disorder","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2017-09-08,2017-02-15,2019-06-01,"Completed",80,"OTHER;OTHER;OTHER;OTHER;OTHER","Behavioral | Other",NA,"Neural, Molecular and Psychological Mechanisms and Predictors of Treatment Response to Mindfulness-based Cognitive Therapy in the Treatment of Recurrent Major Depressive Disorder",NA
663,"NCT03352388","Eligible","ctgov",NA,"NCT03352388","Irrelevant intervention type","Effects of Dairy- and Berry-based Snacks on Nutritional and Functional Status and Quality of Life in Older People","University of Eastern Finland",NA,NA,NA,"Not Applicable",FALSE,2017-11-20,2015-09-30,2016-06-30,"Completed",85,"OTHER","Dietary Supplement",NA,"Tailored Food Solutions for Improving Nutrition and Well-being in Older People. Effects on Nutritional and Functional Status and Quality of Life in Older People at Home Care",NA
664,"NCT03351543","Eligible","ctgov",NA,"NCT03351543","None found","Effect of Microbial Exposure on Health, Particularly Immune System","University of Helsinki",NA,NA,NA,"Phase 1",FALSE,2016-03-23,2016-03-31,2017-07-31,"Completed",60,"OTHER;OTHER","Biological",NA,"ADELE: Autoimmune Defense and Living Environment",NA
665,"NCT03349944","Eligible","ctgov",NA,"NCT03349944","Irrelevant intervention type","Effect of Training Intensity on Health Outcomes in Diabetes","University of Copenhagen",NA,NA,NA,"Not Applicable",FALSE,2017-11-17,2017-08-01,2019-01-08,"Completed",45,"OTHER","Behavioral",NA,"Effect of High Intensity Interval Training on Nuclear Orphan Receptor Expression and Adrenergic Signaling in Skeletal Muscle of Persons With Type 2 Diabetes.",NA
666,"NCT03348709","Eligible","ctgov",NA,"NCT03348709","Irrelevant intervention type","Osmolality of Oral Supplements and Ileostomy Output","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2017-11-16,2017-06-01,2018-11-01,"Completed",8,"OTHER;OTHER","Dietary Supplement",NA,"Does Osmolality of Oral Supplements Affect Stoma Output and Natriuresis in Patients With an Ileostomy?",NA
667,"NCT03348644","Eligible","ctgov",NA,"NCT03348644","Irrelevant intervention type","Milk Products in the Treatment of Hypophosphatemic Rickets","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2017-10-09,2015-08-01,2016-06-01,"Completed",7,"OTHER;OTHER;OTHER;OTHER","Dietary Supplement",NA,"Milk Products in the Treatment of Hypophosphatemic Rickets: A Randomised Crossover Trial",NA
668,"NCT03348410","Eligible","ctgov",NA,"NCT03348410","Irrelevant intervention type","Joint Coordination to Facilitate the Transition From Sick Leave to Employment","Uppsala University",NA,NA,NA,"Not Applicable",FALSE,2017-11-16,2017-11-14,2019-12-14,"Completed",193,"OTHER","Behavioral",NA,"Joint Coordination (GESAM) - Collaboration Project to Facilitate the Transition From Sick Leave to Employment",NA
669,"NCT03348371","Eligible","ctgov",NA,"NCT03348371","Irrelevant intervention type","The Effects of Ethanol on Intestinal Permeability and Gut Hormones","University of Copenhagen",NA,NA,NA,"Not Applicable",FALSE,2017-11-16,2016-08-01,2017-10-01,"Completed",12,"OTHER","Other",NA,"The Effects of Orally Ethanol vs. Isoethanolaemic i.v. Infusion of Ethanol on Intestinal Permeability and Gut Hormones",NA
670,"NCT03346200","Cross-registration duplicate","ctgov","2016-000882-22","NCT03346200","Automatically identified","Karma Intervention Study","Karolinska Institutet",NA,NA,NA,"Phase 2",FALSE,2017-11-01,2016-11-30,2019-12-31,"Completed",1440,"OTHER","Drug",NA,"A Randomised, Double Blinded, Six-armed Placebo Controlled Study to Investigate Optimal Dose of Tamoxifen With the Most Favourable Side Effect Spectre and With Mammography Density Reduction Non-inferior to That of 20 mg Tamoxifen (Karisma 2)",NA
671,"NCT03344926","Eligible","ctgov",NA,"NCT03344926","Irrelevant intervention type","Smart Phone ACT Treatment for Adults With Longstanding Pain - a Pilot Study","Karolinska Institutet",NA,NA,NA,"Not Applicable",FALSE,2017-11-14,2017-10-23,2019-12-23,"Completed",34,"OTHER;INDUSTRY","Behavioral",NA,"ACTsmart - Feasibility of Smart Phone Delivered ACT Treatment for Adults With Longstanding Pain",NA
672,"NCT03344575","Eligible","ctgov",NA,"NCT03344575","Irrelevant intervention type","Peritoneal Bridging in Laparoscopic Ventral Hernia Repair","Karolinska Institutet",NA,NA,NA,"Not Applicable",FALSE,2017-11-12,2017-07-01,2019-12-31,"Completed",50,"OTHER;UNKNOWN","Procedure",NA,"Randomised Controlled Trial of Peritoneal Bridging Versus Defect Closure in Laparoscopic Ventral Hernia Repair",NA
673,"NCT03339024","Eligible","ctgov",NA,"NCT03339024","None found","Intranasal Oxytocin Effects in Alcohol Withdrawal and Dependence; Follow-up Study","Norwegian University of Science and Technology",NA,NA,NA,"Phase 3",FALSE,2017-11-07,2017-11-01,2019-03-31,"Completed",38,"OTHER;OTHER;UNKNOWN","Drug | Other",NA,"Long-term Effects of Intranasal Oxytocin in Alcohol Withdrawal and Dependence: Follow-up of a Randomized Controlled Trial",NA
674,"NCT03339011","Eligible","ctgov",NA,"NCT03339011","Irrelevant intervention type","Digital Motivation to Decrease Inactive Behaviour in Patients With Knee Osteoarthritis","Bispebjerg and Frederiksberg Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-11-07,2017-11-14,2018-07-29,"Completed",38,"OTHER","Behavioral",NA,"Effectiveness of Text Messages for Decreasing Inactive Behavior in Patients With Knee Osteoarthritis: a Pilot Randomised Controlled Study",NA
675,"NCT01540838","Eligible","ctgov",NA,"NCT01540838","None found","Slow Initial ß-lactam Infusion With High-dose Paracetamol to Improve the Outcomes of Childhood Bacterial Meningitis","University of Helsinki",NA,NA,NA,"Phase 4",TRUE,2012-02-23,2012-02-29,2017-02-28,"Completed",375,"OTHER;OTHER","Drug",NA,"Slow Initial ß-lactam Infusion With High-dose Paracetamol to Improve the Outcomes of Childhood Bacterial Meningitis, Especially of Pneumococcal Meningitis, in Angola.",NA
676,"NCT03337425","Eligible","ctgov",NA,"NCT03337425","Irrelevant intervention type","Psychoeducational Groups for Adults With ADHD","Norwegian University of Science and Technology",NA,NA,NA,"Not Applicable",FALSE,2017-11-02,2017-11-15,2019-06-15,"Completed",46,"OTHER;OTHER","Behavioral | Other",NA,"Psychoeducational Groups for Adults With Attention-Deficit Hyperactivity/Impulsivity Disorder (ADHD): a Randomized Waitlist-controlled Multicenter Pilot Trial",NA
677,"NCT03336125","Eligible","ctgov",NA,"NCT03336125","Irrelevant intervention type","Key Nutrients and Mental Health","University of Bergen",NA,NA,NA,"Not Applicable",FALSE,2017-10-26,2017-11-17,2018-05-22,"Completed",86,"OTHER;OTHER_GOV;OTHER;OTHER_GOV","Dietary Supplement",NA,"Key Nutrients and Mental Health",NA
678,"NCT03336047","Eligible","ctgov",NA,"NCT03336047","Irrelevant intervention type","The Effect of Personal Activity Intelligence Versus 10,000 Steps Daily on Cardiorespiratory Fitness","Norwegian University of Science and Technology",NA,NA,NA,"Not Applicable",FALSE,2017-11-01,2017-11-15,2018-02-15,"Completed",21,"OTHER","Behavioral",NA,"The Effect of Personal Activity Intelligence Versus 10,000 Steps Daily on Cardiorespiratory Fitness in Overweight and Obese",NA
679,"NCT03334136","Eligible","ctgov",NA,"NCT03334136","None found","The Effect of Vitamin D Supplementation on Psoriasis Severity","University Hospital of North Norway",NA,NA,NA,"Not Applicable",FALSE,2017-10-05,2017-11-24,2019-05-13,"Completed",115,"OTHER;OTHER;OTHER;OTHER","Drug",NA,"The Effect of Vitamin D Supplementation on Psoriasis Severity Measured by Psoriasis Area Severity Index (PASI) in Patients With Lower Range Serum 25-hydroxyvitamin D Levels",NA
680,"NCT03333850","Eligible","ctgov",NA,"NCT03333850","Irrelevant intervention type","Technology Assisted Physical Activity Among Hospitalised Patients With Respiratory Disease","Bispebjerg and Frederiksberg Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-10-30,2017-11-08,2018-06-30,"Completed",96,"OTHER","Device",NA,"Technology Assisted Physical Activity Among Hospitalised Patients With Respiratory Disease - a Controlled Cohort Study",NA
681,"NCT03333291","Eligible","ctgov",NA,"NCT03333291","Irrelevant intervention type","Fecal Transplantation in Patients With IBS","Haukeland university hospital",NA,NA,NA,"Not Applicable",FALSE,2017-10-25,2016-10-01,2017-06-30,"Completed",14,"OTHER;OTHER","Dietary Supplement",NA,"Characterisations of Microbial Community Composition and Kinetics Following Faecal Microbiota Transplantation in Patients WITH IRRITABLE BOWEL SYNDROME",NA
682,"NCT03333096","Eligible","ctgov",NA,"NCT03333096","Irrelevant intervention type","Assessing Neurovisual Function in Patients With Cognitive Impairment","Turku University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-08-15,2017-12-01,2019-01-01,"Unknown status",60,"OTHER_GOV;INDUSTRY;OTHER","Device | Diagnostic Test",NA,"Assessing Neurovisual Function in Patients With Cognitive Impairment",NA
683,"NCT03332381","Eligible","ctgov",NA,"NCT03332381","Irrelevant intervention type","Attention Training Technique and Mindful Self-Compassion","Norwegian University of Science and Technology",NA,NA,NA,"Not Applicable",FALSE,2017-10-30,2015-05-01,2017-09-01,"Completed",81,"OTHER","Behavioral",NA,"A Randomized Controlled Trial Comparing the Attention Training Technique and Mindful Self-Compassion",NA
